"[u'right', u'case', u'did', u'permanent', u'locally', u'rights', u'elected', u'rubber_tappers', u'upgraded', u'key']","[u'missing', u'duties', u'strategy', u'installed', u'yes', u'help', u'bought', u'suspected', u'poor', u'planning']","[u'technology', u'servants', u'approved', u'workers', u'construction', u'borrowers', u'near', u'scholarship', u'documents', u'refugees']","[u'party', u'free', u'reported', u'statements', u'include', u'conjunction', u'agriculture', u'abuse', u'restrict', u'married']","[u'shortterm', u'road', u'meet', u'broadband', u'dropped', u'inflation', u'drug', u'international', u'treated', u'time']","[u'itself', u'bridge', u'drop', u'proven', u'participated', u'strategy', u'registration', u'categories', u'vehicles', u'enacted']","[u'control', u'20102012', u'grants', u'form', u'experienced', u'house', u'as', u'detect', u'leaders', u'agricultural']","[u'resulted', u'ranked', u'fair', u'handed', u'abandoned', u'applications', u'flight', u'lose', u'enhance', u'benefited']","[u'exempted', u'payment', u'middlemen', u'charges', u'financial_institutions', u'ringgit', u'granting', u'commercialized', u'control', u'recent']","[u'pertaining', u'ended', u'destroyed', u'equity', u'teenagers', u'missing', u'construction', u'cause', u'drafting', u'collapsed']","[u'scholarships', u'klia2', u'tabung', u'selangor', u'taxi', u'participate', u'connecting', u'international', u'installed', u'special']","[u'jakim', u'leading', u'produced', u'regards', u'reflect', u'9mnaa', u'decrease', u'empower', u'standards', u'assisting']","[u'living', u'solving', u'late', u'primary_secondary_schools', u'adopt', u'forced', u'arrest', u'since', u'rising', u'seek']","[u'responsible', u'the', u'deliver', u'hudud', u'disclosed', u'difficulty', u'fight', u'new', u'laid', u'imposing']","[u'universities', u'air', u'burdening', u'repayment', u'funded', u'global', u'standards', u'jobs', u'bin', u'approving']","[u'hiring', u'capable', u'technical', u'peace', u'known', u'granted', u'logging', u'practised', u'conduct', u'detailed']","[u'achievements', u'declined', u'workforce', u'repay', u'acquired', u'investigations', u'homes', u'voters', u'completed', u'disclosed']","[u'blacklisted', u'details', u'organized', u'competitive', u'firearms', u'new', u'km', u'federal', u'teaching', u'places']","[u'applications', u'really', u'employees', u'promoting', u'far', u'women', u'revise', u'cars', u'showed', u'search']","[u'operations', u'unemployment', u'includes', u'protecting', u'introduced', u'abused', u'restoring', u'sales', u'measures', u'attended']"
"[u'medicines', u'whether', u'the', u'ensure', u'implemented', u'what', u'intends', u'given', u'sabah', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'especially', u'plan', u'following', u'status']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'regarding', u'implemented', u'involved', u'given', u'especially']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'given', u'implemented', u'plan', u'measures']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'build', u'plan', u'implemented', u'given']","[u'medicines', u'whether', u'intends', u'ensure', u'the', u'implemented', u'especially', u'given', u'sabah', u'status']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'regarding', u'implemented', u'particularly', u'increase', u'involved']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'especially', u'sabah', u'given', u'implemented', u'address']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'implemented', u'what', u'given', u'regarding']","[u'medicines', u'the', u'whether', u'intends', u'ensure', u'plan', u'implemented', u'cost', u'especially', u'given']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'especially', u'implemented', u'measures', u'plan', u'given']","[u'medicines', u'intends', u'whether', u'the', u'ensure', u'plan', u'implemented', u'plans', u'given', u'improve']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'plan', u'especially', u'given', u'following', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'plan', u'cost', u'plans', u'regarding', u'build']","[u'medicines', u'intends', u'the', u'whether', u'ensure', u'especially', u'implemented', u'given', u'plan', u'regarding']","[u'medicines', u'the', u'whether', u'intends', u'ensure', u'implemented', u'cost', u'regarding', u'particularly', u'steps']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'following', u'regarding', u'especially', u'involved', u'implemented']","[u'medicines', u'whether', u'ensure', u'the', u'intends', u'implemented', u'plan', u'given', u'regarding', u'improve']","[u'medicines', u'the', u'whether', u'intends', u'ensure', u'implemented', u'regarding', u'especially', u'following', u'sabah']","[u'medicines', u'the', u'whether', u'intends', u'ensure', u'implemented', u'especially', u'given', u'improve', u'status']"
"[u'medicines', u'implemented', u'ensure', u'given', u'the', u'measures', u'plan', u'whether', u'regarding', u'improve']","[u'medicines', u'ensure', u'the', u'especially', u'whether', u'implemented', u'measures', u'plan', u'given', u'intends']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'involved', u'regarding', u'given', u'measures', u'increase']","[u'medicines', u'the', u'given', u'ensure', u'especially', u'intends', u'measures', u'plan', u'improve', u'involved']","[u'medicines', u'ensure', u'the', u'regarding', u'whether', u'plan', u'given', u'intends', u'involved', u'cost']","[u'medicines', u'ensure', u'especially', u'implemented', u'given', u'whether', u'measures', u'the', u'regarding', u'involved']","[u'medicines', u'the', u'regarding', u'intends', u'ensure', u'involved', u'implemented', u'increase', u'whether', u'given']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'given', u'measures', u'increase', u'whether', u'involved']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'especially', u'regarding', u'measures', u'plan', u'involved']","[u'medicines', u'the', u'plan', u'whether', u'ensure', u'cost', u'given', u'involved', u'intends', u'implemented']","[u'medicines', u'ensure', u'the', u'measures', u'whether', u'given', u'especially', u'plan', u'involved', u'improve']","[u'medicines', u'plan', u'improve', u'ensure', u'given', u'the', u'measures', u'whether', u'regarding', u'plans']","[u'medicines', u'the', u'ensure', u'whether', u'given', u'plan', u'involved', u'intends', u'regarding', u'especially']","[u'medicines', u'the', u'plan', u'regarding', u'ensure', u'intends', u'given', u'cost', u'involved', u'plans']","[u'medicines', u'the', u'intends', u'given', u'ensure', u'whether', u'especially', u'plan', u'regarding', u'improve']","[u'medicines', u'the', u'implemented', u'ensure', u'involved', u'regarding', u'whether', u'cost', u'measures', u'given']","[u'medicines', u'the', u'ensure', u'regarding', u'involved', u'measures', u'especially', u'given', u'increase', u'whether']","[u'medicines', u'ensure', u'whether', u'given', u'regarding', u'the', u'plan', u'improve', u'implemented', u'intends']","[u'medicines', u'the', u'ensure', u'implemented', u'whether', u'regarding', u'involved', u'improve', u'especially', u'increase']","[u'medicines', u'the', u'ensure', u'implemented', u'given', u'improve', u'especially', u'whether', u'measures', u'intends']"
"[u'medicines', u'ensure', u'whether', u'implemented', u'intends', u'given', u'regarding', u'the', u'what', u'cost']","[u'medicines', u'ensure', u'intends', u'especially', u'whether', u'the', u'regarding', u'implemented', u'measures', u'given']","[u'medicines', u'intends', u'the', u'whether', u'ensure', u'regarding', u'involved', u'especially', u'including', u'given']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'given', u'whether', u'reduce', u'measures', u'including']","[u'medicines', u'ensure', u'intends', u'whether', u'regarding', u'the', u'build', u'cost', u'plans', u'given']","[u'medicines', u'especially', u'ensure', u'intends', u'whether', u'regarding', u'implemented', u'given', u'state', u'the']","[u'medicines', u'intends', u'regarding', u'the', u'ensure', u'whether', u'cost', u'particularly', u'implemented', u'involved']","[u'medicines', u'intends', u'especially', u'ensure', u'the', u'whether', u'reduce', u'given', u'measures', u'prevent']","[u'medicines', u'intends', u'ensure', u'the', u'especially', u'whether', u'regarding', u'cost', u'given', u'including']","[u'medicines', u'intends', u'whether', u'ensure', u'cost', u'the', u'plan', u'especially', u'regarding', u'build']","[u'medicines', u'ensure', u'intends', u'whether', u'the', u'especially', u'measures', u'regarding', u'cost', u'given']","[u'medicines', u'intends', u'ensure', u'whether', u'regarding', u'plans', u'improve', u'especially', u'given', u'plan']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'set', u'cost', u'regarding', u'given']","[u'medicines', u'intends', u'the', u'ensure', u'cost', u'regarding', u'build', u'plans', u'whether', u'plan']","[u'medicines', u'intends', u'whether', u'the', u'ensure', u'especially', u'regarding', u'given', u'build', u'plans']","[u'medicines', u'the', u'ensure', u'cost', u'whether', u'intends', u'regarding', u'implemented', u'particularly', u'involved']","[u'medicines', u'ensure', u'the', u'regarding', u'intends', u'especially', u'whether', u'involved', u'cost', u'measures']","[u'medicines', u'whether', u'ensure', u'intends', u'regarding', u'given', u'the', u'plan', u'implemented', u'especially']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'regarding', u'especially', u'implemented', u'cost', u'particularly']","[u'medicines', u'ensure', u'intends', u'especially', u'whether', u'the', u'implemented', u'given', u'improve', u'reduce']"
"[u'medicines', u'ensure', u'the', u'implemented', u'given', u'whether', u'what', u'especially', u'measures', u'used']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'whether', u'plan', u'used', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'including', u'increase', u'involved', u'regarding']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'given', u'including', u'increase', u'improve', u'measures']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'including', u'regarding', u'plan', u'especially', u'plans']","[u'medicines', u'especially', u'ensure', u'the', u'whether', u'intends', u'implemented', u'used', u'given', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'increase', u'including', u'whether', u'especially', u'involved']","[u'medicines', u'intends', u'especially', u'the', u'ensure', u'increase', u'whether', u'including', u'measures', u'given']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'including', u'increase', u'whether', u'plan', u'given']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'plan', u'whether', u'including', u'improve', u'involved']","[u'medicines', u'ensure', u'the', u'especially', u'whether', u'intends', u'measures', u'including', u'improve', u'plan']","[u'medicines', u'ensure', u'the', u'improve', u'intends', u'especially', u'plan', u'whether', u'plans', u'given']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'whether', u'including', u'plan', u'involved', u'improve']","[u'medicines', u'the', u'ensure', u'intends', u'plan', u'including', u'plans', u'increase', u'especially', u'regarding']","[u'medicines', u'the', u'intends', u'especially', u'ensure', u'whether', u'increase', u'improve', u'plan', u'given']","[u'medicines', u'the', u'ensure', u'including', u'especially', u'implemented', u'intends', u'whether', u'involved', u'increase']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'regarding', u'involved', u'increase', u'including', u'measures']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'especially', u'plan', u'improve', u'given', u'regarding']","[u'medicines', u'the', u'ensure', u'especially', u'whether', u'intends', u'increase', u'implemented', u'regarding', u'improve']","[u'medicines', u'the', u'ensure', u'especially', u'improve', u'intends', u'whether', u'implemented', u'used', u'given']"
"[u'medicines', u'given', u'ensure', u'implemented', u'whether', u'intends', u'the', u'what', u'regarding', u'state']","[u'medicines', u'ensure', u'intends', u'especially', u'given', u'the', u'whether', u'implemented', u'regarding', u'following']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'given', u'regarding', u'1mdb', u'increase', u'set']","[u'medicines', u'given', u'the', u'ensure', u'intends', u'especially', u'provide', u'whether', u'build', u'implemented']","[u'medicines', u'ensure', u'intends', u'build', u'the', u'given', u'regarding', u'whether', u'provide', u'plans']","[u'medicines', u'given', u'ensure', u'intends', u'especially', u'implemented', u'whether', u'1mdb', u'state', u'regarding']","[u'medicines', u'intends', u'regarding', u'the', u'ensure', u'given', u'whether', u'increase', u'implemented', u'plans']","[u'medicines', u'intends', u'especially', u'ensure', u'the', u'given', u'increase', u'whether', u'reduce', u'build']","[u'medicines', u'intends', u'ensure', u'the', u'given', u'especially', u'regarding', u'whether', u'provide', u'increase']","[u'medicines', u'intends', u'whether', u'ensure', u'the', u'given', u'build', u'especially', u'implemented', u'plan']","[u'medicines', u'ensure', u'intends', u'whether', u'given', u'the', u'especially', u'measures', u'implemented', u'regarding']","[u'medicines', u'intends', u'ensure', u'given', u'plans', u'whether', u'provide', u'regarding', u'build', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'whether', u'set', u'especially', u'regarding', u'build']","[u'medicines', u'intends', u'the', u'given', u'build', u'plans', u'ensure', u'provide', u'regarding', u'whether']","[u'medicines', u'intends', u'the', u'given', u'ensure', u'especially', u'whether', u'provide', u'build', u'regarding']","[u'medicines', u'the', u'ensure', u'implemented', u'intends', u'whether', u'regarding', u'given', u'compared', u'increase']","[u'medicines', u'ensure', u'the', u'regarding', u'intends', u'1mdb', u'especially', u'given', u'following', u'increase']","[u'medicines', u'ensure', u'given', u'whether', u'intends', u'regarding', u'the', u'implemented', u'provide', u'plans']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'implemented', u'regarding', u'especially', u'1mdb', u'increase']","[u'medicines', u'given', u'intends', u'ensure', u'the', u'especially', u'implemented', u'whether', u'improve', u'reduce']"
"[u'medicines', u'ensure', u'implemented', u'whether', u'measures', u'what', u'used', u'intends', u'the', u'given']","[u'medicines', u'ensure', u'especially', u'whether', u'implemented', u'intends', u'measures', u'the', u'used', u'plan']","[u'medicines', u'ensure', u'intends', u'whether', u'the', u'involved', u'regarding', u'implemented', u'1mdb', u'measures']","[u'medicines', u'ensure', u'the', u'especially', u'intends', u'measures', u'whether', u'given', u'implemented', u'including']","[u'medicines', u'ensure', u'whether', u'intends', u'the', u'regarding', u'cost', u'plan', u'implemented', u'involved']","[u'medicines', u'ensure', u'especially', u'implemented', u'whether', u'intends', u'used', u'measures', u'1mdb', u'state']","[u'medicines', u'ensure', u'intends', u'regarding', u'the', u'whether', u'implemented', u'cost', u'involved', u'measures']","[u'medicines', u'ensure', u'intends', u'especially', u'whether', u'the', u'measures', u'involved', u'implemented', u'plan']","[u'medicines', u'ensure', u'intends', u'especially', u'the', u'whether', u'cost', u'measures', u'regarding', u'including']","[u'medicines', u'ensure', u'whether', u'plan', u'intends', u'cost', u'the', u'especially', u'implemented', u'involved']","[u'medicines', u'ensure', u'whether', u'measures', u'especially', u'intends', u'the', u'implemented', u'plan', u'cost']","[u'medicines', u'ensure', u'whether', u'intends', u'plan', u'measures', u'implemented', u'improve', u'especially', u'plans']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'especially', u'involved', u'plan', u'cost', u'implemented']","[u'medicines', u'ensure', u'intends', u'the', u'cost', u'plan', u'whether', u'regarding', u'involved', u'plans']","[u'medicines', u'ensure', u'intends', u'whether', u'especially', u'the', u'implemented', u'plan', u'regarding', u'measures']","[u'medicines', u'ensure', u'the', u'implemented', u'whether', u'cost', u'involved', u'regarding', u'intends', u'measures']","[u'medicines', u'ensure', u'the', u'regarding', u'especially', u'involved', u'intends', u'whether', u'1mdb', u'measures']","[u'medicines', u'ensure', u'whether', u'implemented', u'intends', u'plan', u'regarding', u'used', u'the', u'especially']","[u'medicines', u'ensure', u'whether', u'the', u'implemented', u'especially', u'intends', u'regarding', u'measures', u'cost']","[u'medicines', u'ensure', u'implemented', u'especially', u'whether', u'intends', u'the', u'used', u'improve', u'measures']"
"[u'medicines', u'whether', u'given', u'the', u'what', u'intends', u'ensure', u'implemented', u'especially', u'reduce']","[u'medicines', u'especially', u'ensure', u'intends', u'the', u'whether', u'given', u'implemented', u'plan', u'used']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'especially', u'given', u'regarding', u'set', u'increase']","[u'medicines', u'the', u'intends', u'especially', u'ensure', u'given', u'whether', u'implemented', u'plan', u'reduce']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'regarding', u'build', u'especially', u'cost']","[u'medicines', u'especially', u'intends', u'whether', u'ensure', u'given', u'the', u'implemented', u'used', u'regarding']","[u'medicines', u'the', u'intends', u'regarding', u'whether', u'ensure', u'given', u'especially', u'cost', u'implemented']","[u'medicines', u'intends', u'especially', u'the', u'ensure', u'whether', u'given', u'reduce', u'increase', u'prevent']","[u'medicines', u'intends', u'the', u'especially', u'ensure', u'whether', u'given', u'cost', u'regarding', u'increase']","[u'medicines', u'the', u'intends', u'whether', u'especially', u'ensure', u'cost', u'given', u'plan', u'implemented']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'especially', u'given', u'cost', u'implemented', u'plan']","[u'medicines', u'intends', u'whether', u'ensure', u'the', u'especially', u'given', u'plans', u'plan', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'given', u'set', u'cost', u'plan']","[u'medicines', u'the', u'intends', u'given', u'ensure', u'whether', u'cost', u'plans', u'build', u'especially']","[u'medicines', u'intends', u'the', u'especially', u'whether', u'ensure', u'given', u'implemented', u'plans', u'regarding']","[u'medicines', u'the', u'whether', u'intends', u'ensure', u'cost', u'implemented', u'especially', u'given', u'regarding']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'given', u'increase', u'assist']","[u'medicines', u'whether', u'ensure', u'intends', u'the', u'given', u'especially', u'regarding', u'implemented', u'plan']","[u'medicines', u'the', u'intends', u'whether', u'especially', u'ensure', u'implemented', u'regarding', u'increase', u'cost']","[u'medicines', u'the', u'especially', u'intends', u'whether', u'ensure', u'given', u'implemented', u'reduce', u'used']"
"[u'medicines', u'ensure', u'the', u'measures', u'intends', u'implemented', u'increase', u'given', u'whether', u'regarding']","[u'medicines', u'ensure', u'intends', u'the', u'especially', u'measures', u'implemented', u'increase', u'whether', u'plan']","[u'medicines', u'intends', u'the', u'ensure', u'increase', u'regarding', u'whether', u'measures', u'involved', u'1mdb']","[u'medicines', u'ensure', u'the', u'intends', u'especially', u'measures', u'increase', u'given', u'including', u'plan']","[u'medicines', u'ensure', u'the', u'intends', u'regarding', u'plans', u'increase', u'plan', u'cost', u'measures']","[u'medicines', u'ensure', u'especially', u'intends', u'measures', u'the', u'implemented', u'given', u'increase', u'1mdb']","[u'medicines', u'intends', u'the', u'ensure', u'regarding', u'increase', u'measures', u'plans', u'cost', u'implemented']","[u'medicines', u'intends', u'ensure', u'the', u'especially', u'increase', u'measures', u'reduce', u'given', u'whether']","[u'medicines', u'ensure', u'intends', u'the', u'especially', u'increase', u'measures', u'regarding', u'including', u'cost']","[u'medicines', u'ensure', u'the', u'intends', u'plan', u'cost', u'whether', u'increase', u'especially', u'improve']","[u'medicines', u'ensure', u'the', u'intends', u'measures', u'especially', u'whether', u'improve', u'plan', u'implemented']","[u'medicines', u'ensure', u'intends', u'plans', u'improve', u'the', u'measures', u'plan', u'increase', u'especially']","[u'medicines', u'ensure', u'the', u'intends', u'especially', u'whether', u'measures', u'set', u'increase', u'given']","[u'medicines', u'the', u'intends', u'ensure', u'plans', u'increase', u'plan', u'regarding', u'cost', u'given']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'increase', u'improve', u'plans', u'whether', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'implemented', u'increase', u'measures', u'regarding', u'cost', u'including']","[u'medicines', u'ensure', u'the', u'intends', u'regarding', u'increase', u'especially', u'measures', u'1mdb', u'involved']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'regarding', u'increase', u'given', u'plan', u'improve']","[u'medicines', u'the', u'ensure', u'intends', u'increase', u'especially', u'implemented', u'measures', u'regarding', u'whether']","[u'medicines', u'ensure', u'the', u'intends', u'especially', u'improve', u'implemented', u'measures', u'increase', u'given']"
"[u'medicines', u'given', u'ensure', u'whether', u'the', u'implemented', u'what', u'intends', u'regarding', u'improve']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'given', u'especially', u'implemented', u'plan', u'regarding']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'regarding', u'given', u'involved', u'including', u'increase']","[u'medicines', u'the', u'ensure', u'given', u'intends', u'whether', u'including', u'especially', u'improve', u'plan']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'given', u'regarding', u'build', u'plan', u'including']","[u'medicines', u'ensure', u'whether', u'given', u'intends', u'the', u'implemented', u'especially', u'regarding', u'state']","[u'medicines', u'the', u'regarding', u'intends', u'ensure', u'whether', u'given', u'including', u'implemented', u'increase']","[u'medicines', u'intends', u'the', u'ensure', u'given', u'whether', u'especially', u'increase', u'reduce', u'including']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'including', u'regarding', u'especially', u'plan']","[u'medicines', u'the', u'whether', u'intends', u'ensure', u'plan', u'given', u'improve', u'cost', u'including']","[u'medicines', u'ensure', u'whether', u'the', u'intends', u'given', u'improve', u'measures', u'including', u'plan']","[u'medicines', u'intends', u'ensure', u'whether', u'improve', u'the', u'given', u'plan', u'regarding', u'plans']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'including', u'set', u'regarding', u'improve']","[u'medicines', u'the', u'intends', u'given', u'ensure', u'whether', u'build', u'regarding', u'plan', u'provide']","[u'medicines', u'intends', u'the', u'whether', u'ensure', u'given', u'improve', u'especially', u'regarding', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'implemented', u'intends', u'including', u'given', u'involved']","[u'medicines', u'the', u'ensure', u'regarding', u'intends', u'whether', u'involved', u'given', u'especially', u'including']","[u'medicines', u'whether', u'ensure', u'given', u'the', u'intends', u'regarding', u'improve', u'plan', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'implemented', u'increase', u'improve', u'given']","[u'medicines', u'the', u'ensure', u'given', u'improve', u'whether', u'intends', u'implemented', u'especially', u'including']"
"[u'medicines', u'given', u'ensure', u'whether', u'the', u'regarding', u'implemented', u'measures', u'intends', u'plan']","[u'medicines', u'ensure', u'the', u'especially', u'whether', u'regarding', u'intends', u'given', u'plan', u'plans']","[u'medicines', u'the', u'whether', u'regarding', u'intends', u'ensure', u'given', u'especially', u'involved', u'measures']","[u'medicines', u'the', u'ensure', u'given', u'especially', u'intends', u'whether', u'plans', u'plan', u'measures']","[u'medicines', u'ensure', u'the', u'regarding', u'whether', u'plans', u'given', u'intends', u'plan', u'especially']","[u'medicines', u'especially', u'ensure', u'whether', u'given', u'regarding', u'the', u'implemented', u'intends', u'measures']","[u'medicines', u'regarding', u'the', u'ensure', u'whether', u'plans', u'intends', u'given', u'particularly', u'especially']","[u'medicines', u'especially', u'intends', u'the', u'ensure', u'whether', u'given', u'measures', u'plan', u'increase']","[u'medicines', u'the', u'ensure', u'especially', u'regarding', u'intends', u'whether', u'given', u'plan', u'plans']","[u'medicines', u'the', u'whether', u'ensure', u'plan', u'especially', u'intends', u'regarding', u'plans', u'given']","[u'medicines', u'ensure', u'whether', u'the', u'especially', u'measures', u'plans', u'given', u'intends', u'regarding']","[u'medicines', u'plans', u'ensure', u'whether', u'regarding', u'the', u'plan', u'given', u'intends', u'especially']","[u'medicines', u'the', u'ensure', u'whether', u'given', u'regarding', u'especially', u'intends', u'plan', u'plans']","[u'medicines', u'the', u'plans', u'regarding', u'ensure', u'intends', u'given', u'plan', u'whether', u'especially']","[u'medicines', u'the', u'intends', u'whether', u'especially', u'ensure', u'regarding', u'plans', u'given', u'plan']","[u'medicines', u'the', u'regarding', u'ensure', u'whether', u'implemented', u'particularly', u'given', u'especially', u'plans']","[u'medicines', u'the', u'regarding', u'ensure', u'especially', u'whether', u'intends', u'1mdb', u'involved', u'measures']","[u'medicines', u'whether', u'ensure', u'regarding', u'the', u'given', u'plan', u'plans', u'intends', u'especially']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'especially', u'implemented', u'intends', u'measures', u'particularly']","[u'medicines', u'the', u'especially', u'ensure', u'whether', u'given', u'intends', u'implemented', u'improve', u'regarding']"
"[u'medicines', u'implemented', u'given', u'ensure', u'whether', u'the', u'cost', u'intends', u'increase', u'what']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'implemented', u'whether', u'plan', u'given', u'increase']","[u'medicines', u'the', u'intends', u'whether', u'increase', u'ensure', u'regarding', u'including', u'cost', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'especially', u'increase', u'implemented', u'including', u'plan']","[u'medicines', u'ensure', u'the', u'cost', u'intends', u'regarding', u'whether', u'given', u'plan', u'implemented']","[u'medicines', u'especially', u'implemented', u'ensure', u'given', u'whether', u'intends', u'the', u'regarding', u'increase']","[u'medicines', u'the', u'regarding', u'intends', u'cost', u'ensure', u'increase', u'whether', u'implemented', u'given']","[u'medicines', u'intends', u'especially', u'the', u'increase', u'ensure', u'given', u'whether', u'reduce', u'plan']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'cost', u'increase', u'whether', u'given', u'regarding']","[u'medicines', u'the', u'cost', u'whether', u'intends', u'ensure', u'plan', u'implemented', u'especially', u'increase']","[u'medicines', u'ensure', u'whether', u'the', u'intends', u'especially', u'cost', u'implemented', u'given', u'plan']","[u'medicines', u'intends', u'ensure', u'whether', u'plan', u'implemented', u'improve', u'the', u'given', u'especially']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'cost', u'given', u'especially', u'including', u'plan']","[u'medicines', u'the', u'intends', u'cost', u'given', u'plan', u'ensure', u'regarding', u'increase', u'including']","[u'medicines', u'intends', u'the', u'especially', u'ensure', u'whether', u'increase', u'given', u'implemented', u'plan']","[u'medicines', u'the', u'implemented', u'cost', u'ensure', u'whether', u'regarding', u'intends', u'increase', u'including']","[u'medicines', u'the', u'ensure', u'regarding', u'increase', u'intends', u'especially', u'cost', u'implemented', u'whether']","[u'medicines', u'whether', u'ensure', u'implemented', u'intends', u'given', u'the', u'regarding', u'plan', u'increase']","[u'medicines', u'the', u'implemented', u'ensure', u'increase', u'whether', u'intends', u'regarding', u'cost', u'especially']","[u'medicines', u'implemented', u'the', u'especially', u'intends', u'ensure', u'given', u'whether', u'improve', u'increase']"
"[u'medicines', u'given', u'what', u'intends', u'implemented', u'whether', u'the', u'ensure', u'reduce', u'measures']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'whether', u'given', u'implemented', u'status', u'1mdb']","[u'medicines', u'intends', u'the', u'whether', u'ensure', u'1mdb', u'regarding', u'given', u'involved', u'including']","[u'medicines', u'the', u'intends', u'given', u'ensure', u'especially', u'whether', u'including', u'reduce', u'measures']","[u'medicines', u'intends', u'the', u'ensure', u'given', u'whether', u'regarding', u'build', u'cost', u'including']","[u'medicines', u'intends', u'especially', u'given', u'whether', u'ensure', u'1mdb', u'implemented', u'the', u'state']","[u'medicines', u'intends', u'the', u'regarding', u'ensure', u'whether', u'given', u'implemented', u'cost', u'increase']","[u'medicines', u'intends', u'the', u'especially', u'ensure', u'given', u'whether', u'reduce', u'increase', u'what']","[u'medicines', u'intends', u'the', u'ensure', u'especially', u'given', u'whether', u'including', u'regarding', u'increase']","[u'medicines', u'intends', u'the', u'whether', u'ensure', u'given', u'especially', u'cost', u'implemented', u'plan']","[u'medicines', u'intends', u'ensure', u'whether', u'the', u'especially', u'given', u'measures', u'implemented', u'reduce']","[u'medicines', u'intends', u'whether', u'ensure', u'the', u'given', u'plans', u'improve', u'especially', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'especially', u'set', u'including', u'regarding']","[u'medicines', u'intends', u'the', u'given', u'ensure', u'build', u'whether', u'plans', u'provide', u'regarding']","[u'medicines', u'intends', u'the', u'especially', u'whether', u'given', u'ensure', u'implemented', u'regarding', u'improve']","[u'medicines', u'the', u'intends', u'whether', u'implemented', u'ensure', u'regarding', u'given', u'including', u'cost']","[u'medicines', u'the', u'intends', u'ensure', u'1mdb', u'regarding', u'especially', u'whether', u'sarawak', u'involved']","[u'medicines', u'intends', u'whether', u'ensure', u'given', u'the', u'implemented', u'regarding', u'especially', u'improve']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'implemented', u'especially', u'1mdb', u'regarding', u'increase']","[u'medicines', u'intends', u'the', u'especially', u'given', u'implemented', u'ensure', u'whether', u'improve', u'reduce']"
