"[u'expressway', u'besi', u'baja', u'hobi', u'biar', u'kawal', u'kuku', u'selagi', u'tani', u'gugat']","[u'daftar', u'buntar', u'imigresen', u'pergola', u'aras', u'konsultan', u'pasifik', u'langgar', u'2014', u'setem']","[u'damansara', u'menggerimander', u'putra', u'faktor', u'britain', u'dimanafaatkan', u'kidex', u'teluk', u'rasminya', u'automatik']","[u'up', u'statut', u'bolos', u'menara', u'papar', u'maksimum', u'utara', u'ctos', u'cheap', u'kapasiti']","[u'punggah', u'teraba', u'tagih', u'lalu', u'tunggal', u'obama', u'sudi', u'buloh', u'wee', u'web']","[u'impak', u'kidex', u'unhcr', u'semenanjung', u'24th', u'jimat', u'poyan', u'jpj', u'generasi', u'become']","[u'hospital', u'ic', u'silap', u'rm3235', u'sms', u'dar', u'jkr', u'poket', u'royal', u'iraq']","[u'business', u'dividen', u'es', u'blok', u'unified', u'koroner', u'sebar', u'tahfiz', u'asasi', u'republik']","[u'buloh', u'enhance', u'menteri', u'graduan', u'epf', u'ipts', u'masing', u'ranking', u'ecer', u'medamit']","[u'manipulasi', u'pangkin', u'timbang', u'terminal', u'jemput', u'status', u'ekang', u'src', u'kebal', u'kontinjen']","[u'gambar', u'lonjak', u'kuat', u'muda', u'keramat', u'kwsp', u'langsai', u'kontijen', u'peperiksaan', u'am']","[u'kakisan', u'rm20', u'any', u'runtuh', u'terang', u'kanak', u'pakai', u'tra', u'kaum', u'complaints']","[u'lee', u'hemodialisis', u'golak', u'terbit', u'rm39592', u'lawat', u'hujan', u'proviso', u'spnb', u'ranking']","[u'sempat', u'kenyataankenyataan', u'tv', u'ronda', u'kulasegaran', u'siapa', u'staus', u'integrity', u'maruah', u'great']","[u'pokok', u'plus', u'feri', u'seminar', u'gera', u'patut', u'muncul', u'tahak', u'lahir', u'gelak']","[u'sop', u'ukur', u'membanteras', u'bela', u'ali', u'siti', u'tenusu', u'mckinsey', u'committee', u'halus']","[u'rcep', u'jheoa', u'sikap', u'jatuh', u'sea', u'konservasi', u'belanjawan', u'arab', u'tech', u'moratorium']","[u'positif', u'1948', u'rm300', u'fasiliti', u'parang', u'askar', u'kabut', u'bayan', u'2011', u'pindah']","[u'mesra', u'kamar', u'misi', u'politeknik', u'banci', u'ketidakselesaan', u'azizulhasni', u'stabil', u'sms', u'kebaji']","[u'wajib', u'kafe', u'off', u'trans', u'koperal', u'imej', u'poca', u'wakaf', u'road', u'individu']"
"[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'ajar', u'libat', u'tangan', u'wujud', u'status']","[u'senario', u'laksana', u'rancang', u'sekolah', u'sabah', u'libat', u'tangan', u'ajar', u'banjir', u'wujud']","[u'senario', u'laksana', u'sekolah', u'rancang', u'libat', u'ajar', u'sabah', u'status', u'banjir', u'wujud']","[u'senario', u'laksana', u'sekolah', u'rancang', u'tangan', u'tetap', u'ajar', u'sabah', u'libat', u'lulus']","[u'senario', u'laksana', u'rancang', u'sabah', u'sekolah', u'status', u'ajar', u'libat', u'swasta', u'wujud']","[u'senario', u'laksana', u'sabah', u'rancang', u'sekolah', u'status', u'tangan', u'jenayah', u'ajar', u'bayar']","[u'senario', u'laksana', u'sabah', u'rancang', u'sekolah', u'tangan', u'libat', u'tetap', u'banjir', u'status']","[u'senario', u'laksana', u'rancang', u'sabah', u'sekolah', u'status', u'libat', u'tangan', u'ajar', u'tetap']","[u'senario', u'laksana', u'rancang', u'sekolah', u'sabah', u'bayar', u'status', u'libat', u'ajar', u'wujud']","[u'senario', u'laksana', u'rancang', u'sabah', u'sekolah', u'status', u'libat', u'tangan', u'bayar', u'industri']","[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'ajar', u'status', u'libat', u'tangan', u'swasta']","[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'status', u'jenayah', u'ajar', u'libat', u'tangan']","[u'senario', u'laksana', u'rancang', u'sekolah', u'sabah', u'ajar', u'status', u'banjir', u'libat', u'tetap']","[u'senario', u'laksana', u'sekolah', u'rancang', u'tangan', u'sabah', u'ajar', u'tetap', u'libat', u'status']","[u'senario', u'laksana', u'sekolah', u'rancang', u'sabah', u'status', u'ajar', u'libat', u'bayar', u'jenayah']","[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'tangan', u'ajar', u'libat', u'tetap', u'status']","[u'senario', u'laksana', u'sabah', u'sekolah', u'rancang', u'ajar', u'tangan', u'status', u'libat', u'lulus']","[u'senario', u'laksana', u'sekolah', u'rancang', u'sabah', u'libat', u'tetap', u'tangan', u'bayar', u'kaji']","[u'senario', u'laksana', u'sabah', u'sekolah', u'rancang', u'ajar', u'libat', u'status', u'jenayah', u'tangan']","[u'senario', u'laksana', u'sekolah', u'sabah', u'rancang', u'ajar', u'tangan', u'status', u'bayar', u'libat']"
"[u'senario', u'ajar', u'tetap', u'sekolah', u'tangan', u'kesan', u'laksana', u'libat', u'sabah', u'agama']","[u'senario', u'tetap', u'ajar', u'kesan', u'tangan', u'libat', u'sekolah', u'laksana', u'lulus', u'akibat']","[u'senario', u'tetap', u'ajar', u'sekolah', u'libat', u'kesan', u'tangan', u'laksana', u'perinci', u'status']","[u'senario', u'tetap', u'ajar', u'tangan', u'kesan', u'sekolah', u'lulus', u'libat', u'perinci', u'laksana']","[u'senario', u'ajar', u'tetap', u'sarawak', u'sekolah', u'sabah', u'laksana', u'tangan', u'status', u'libat']","[u'senario', u'tetap', u'sekolah', u'ajar', u'tangan', u'sabah', u'kesan', u'laksana', u'kaji', u'status']","[u'senario', u'tetap', u'tangan', u'libat', u'kesan', u'ajar', u'sabah', u'sekolah', u'lulus', u'sarawak']","[u'senario', u'tetap', u'ajar', u'kesan', u'tangan', u'sekolah', u'kaji', u'libat', u'laksana', u'sabah']","[u'senario', u'sekolah', u'ajar', u'laksana', u'tetap', u'libat', u'kesan', u'sarawak', u'bayar', u'tangan']","[u'senario', u'tetap', u'kesan', u'ajar', u'laksana', u'tangan', u'libat', u'lulus', u'sekolah', u'sabah']","[u'senario', u'ajar', u'sekolah', u'tetap', u'sabah', u'laksana', u'sarawak', u'kesan', u'tangan', u'libat']","[u'senario', u'kesan', u'tetap', u'ajar', u'sekolah', u'tangan', u'libat', u'laksana', u'perinci', u'sabah']","[u'senario', u'tetap', u'ajar', u'sekolah', u'kesan', u'laksana', u'tangan', u'sabah', u'libat', u'sarawak']","[u'senario', u'tetap', u'tangan', u'ajar', u'sekolah', u'kesan', u'kaji', u'agama', u'lulus', u'sarawak']","[u'senario', u'tetap', u'ajar', u'sekolah', u'kesan', u'laksana', u'libat', u'kaji', u'tangan', u'perinci']","[u'senario', u'tetap', u'ajar', u'tangan', u'sekolah', u'libat', u'laksana', u'lulus', u'kaji', u'siasat']","[u'senario', u'tetap', u'ajar', u'sabah', u'sekolah', u'tangan', u'kesan', u'sarawak', u'lulus', u'laksana']","[u'senario', u'tetap', u'sekolah', u'libat', u'ajar', u'kesan', u'kaji', u'tangan', u'laksana', u'siasat']","[u'senario', u'ajar', u'tetap', u'sekolah', u'libat', u'kesan', u'kaji', u'tangan', u'sabah', u'sarawak']","[u'senario', u'tetap', u'sekolah', u'ajar', u'tangan', u'kesan', u'agama', u'laksana', u'libat', u'kaji']"
"[u'senario', u'sabah', u'sekolah', u'laksana', u'sarawak', u'libat', u'tangan', u'tetap', u'kesan', u'nilai']","[u'senario', u'sabah', u'sekolah', u'laksana', u'libat', u'tangan', u'kesan', u'tetap', u'bekal', u'nilai']","[u'senario', u'sekolah', u'sabah', u'libat', u'laksana', u'senarai', u'bekal', u'sarawak', u'banjir', u'tetap']","[u'senario', u'sekolah', u'tetap', u'sabah', u'laksana', u'tangan', u'sarawak', u'libat', u'kesan', u'senarai']","[u'senario', u'sabah', u'sarawak', u'sekolah', u'laksana', u'bekal', u'libat', u'tetap', u'banjir', u'tangan']","[u'senario', u'sabah', u'sekolah', u'laksana', u'tangan', u'sarawak', u'banjir', u'senarai', u'tetap', u'bekal']","[u'senario', u'sabah', u'laksana', u'sekolah', u'tetap', u'tangan', u'sarawak', u'banjir', u'libat', u'bekal']","[u'senario', u'sabah', u'sekolah', u'laksana', u'libat', u'bekal', u'tangan', u'tetap', u'kaji', u'kesan']","[u'senario', u'sekolah', u'laksana', u'sabah', u'sarawak', u'libat', u'senarai', u'belanja', u'wujud', u'bekal']","[u'senario', u'sabah', u'laksana', u'sekolah', u'bekal', u'kesan', u'tetap', u'libat', u'sarawak', u'banjir']","[u'senario', u'sabah', u'sekolah', u'laksana', u'sarawak', u'libat', u'senarai', u'tangan', u'bekal', u'kesan']","[u'senario', u'sabah', u'sekolah', u'laksana', u'kesan', u'libat', u'sarawak', u'bekal', u'tangan', u'banjir']","[u'senario', u'sabah', u'sekolah', u'laksana', u'bekal', u'sarawak', u'tetap', u'banjir', u'senarai', u'kesan']","[u'senario', u'sekolah', u'sabah', u'tangan', u'senarai', u'sarawak', u'laksana', u'tetap', u'nilai', u'kaji']","[u'senario', u'sekolah', u'sabah', u'laksana', u'libat', u'bekal', u'tetap', u'nilai', u'senarai', u'sarawak']","[u'senario', u'sekolah', u'sabah', u'laksana', u'tangan', u'tetap', u'libat', u'senarai', u'sarawak', u'siasat']","[u'senario', u'sabah', u'sekolah', u'sarawak', u'laksana', u'tangan', u'tetap', u'libat', u'kesan', u'bekal']","[u'senario', u'sekolah', u'sabah', u'laksana', u'libat', u'senarai', u'tetap', u'bekal', u'sarawak', u'kaji']","[u'senario', u'sabah', u'sekolah', u'laksana', u'libat', u'sarawak', u'bekal', u'tangan', u'senarai', u'tetap']","[u'senario', u'sekolah', u'sabah', u'laksana', u'sarawak', u'tetap', u'tangan', u'libat', u'senarai', u'nilai']"
"[u'senario', u'laksana', u'sabah', u'kaum', u'siasat', u'sarawak', u'ajar', u'sekolah', u'tangan', u'tetap']","[u'senario', u'laksana', u'ajar', u'khas', u'sabah', u'tangan', u'sekolah', u'kaum', u'tetap', u'sarawak']","[u'senario', u'laksana', u'ajar', u'siasat', u'sekolah', u'sabah', u'sarawak', u'khas', u'tangan', u'tetap']","[u'senario', u'laksana', u'tetap', u'sarawak', u'ajar', u'sekolah', u'tangan', u'sabah', u'kaum', u'siasat']","[u'senario', u'laksana', u'sarawak', u'sabah', u'ajar', u'sekolah', u'siasat', u'tangan', u'khas', u'jenayah']","[u'senario', u'laksana', u'sabah', u'khas', u'sekolah', u'sarawak', u'kaum', u'ajar', u'tangan', u'siasat']","[u'senario', u'laksana', u'sabah', u'sarawak', u'tangan', u'kaum', u'tetap', u'khas', u'siasat', u'sekolah']","[u'senario', u'laksana', u'sabah', u'tangan', u'ajar', u'sarawak', u'tetap', u'sekolah', u'siasat', u'jenayah']","[u'senario', u'laksana', u'sarawak', u'sekolah', u'sabah', u'ajar', u'khas', u'kaum', u'siasat', u'bayar']","[u'senario', u'laksana', u'sabah', u'siasat', u'sarawak', u'tetap', u'ajar', u'kaum', u'sekolah', u'khas']","[u'senario', u'laksana', u'sabah', u'sarawak', u'sekolah', u'ajar', u'kaum', u'tangan', u'khas', u'siasat']","[u'senario', u'laksana', u'sabah', u'siasat', u'khas', u'sarawak', u'jenayah', u'sekolah', u'ajar', u'kaum']","[u'senario', u'laksana', u'sabah', u'sarawak', u'sekolah', u'ajar', u'kaum', u'tetap', u'siasat', u'khas']","[u'senario', u'laksana', u'tangan', u'ajar', u'sarawak', u'kaum', u'tetap', u'sekolah', u'sabah', u'siasat']","[u'senario', u'laksana', u'sabah', u'sekolah', u'siasat', u'khas', u'ajar', u'sarawak', u'kaum', u'tetap']","[u'senario', u'laksana', u'siasat', u'sabah', u'sarawak', u'kaum', u'sekolah', u'tangan', u'ajar', u'tetap']","[u'senario', u'laksana', u'sabah', u'sarawak', u'siasat', u'ajar', u'kaum', u'tangan', u'sekolah', u'tetap']","[u'senario', u'laksana', u'siasat', u'sarawak', u'tetap', u'sabah', u'sekolah', u'ajar', u'kaum', u'tangan']","[u'senario', u'laksana', u'sabah', u'sarawak', u'ajar', u'khas', u'sekolah', u'jenayah', u'siasat', u'tangan']","[u'senario', u'laksana', u'sabah', u'sekolah', u'khas', u'sarawak', u'ajar', u'kaum', u'tangan', u'tetap']"
"[u'senario', u'laksana', u'tangan', u'tetap', u'sekolah', u'kesan', u'ajar', u'sabah', u'sarawak', u'siasat']","[u'senario', u'laksana', u'tangan', u'tetap', u'hidup', u'sekolah', u'kesan', u'akibat', u'ajar', u'libat']","[u'senario', u'laksana', u'sekolah', u'tangan', u'tetap', u'libat', u'ajar', u'kesan', u'siasat', u'hidup']","[u'senario', u'tetap', u'tangan', u'laksana', u'sekolah', u'kesan', u'ajar', u'sarawak', u'hidup', u'libat']","[u'senario', u'laksana', u'tangan', u'sekolah', u'sarawak', u'tetap', u'ajar', u'sabah', u'libat', u'kesan']","[u'senario', u'laksana', u'tangan', u'sekolah', u'tetap', u'kesan', u'sabah', u'ajar', u'tuju', u'akibat']","[u'senario', u'tangan', u'laksana', u'tetap', u'sekolah', u'akibat', u'kesan', u'hidup', u'libat', u'sabah']","[u'senario', u'laksana', u'tangan', u'tetap', u'sekolah', u'kesan', u'hidup', u'kaji', u'ajar', u'libat']","[u'senario', u'laksana', u'sekolah', u'tangan', u'sarawak', u'ajar', u'libat', u'bayar', u'kesan', u'milik']","[u'senario', u'laksana', u'tangan', u'tetap', u'kesan', u'sekolah', u'akibat', u'libat', u'sabah', u'siasat']","[u'senario', u'laksana', u'sekolah', u'tangan', u'sarawak', u'ajar', u'tetap', u'sabah', u'kesan', u'libat']","[u'senario', u'laksana', u'tangan', u'kesan', u'sekolah', u'hidup', u'tetap', u'libat', u'akibat', u'ajar']","[u'senario', u'laksana', u'sekolah', u'tetap', u'tangan', u'kesan', u'hidup', u'ajar', u'sarawak', u'sabah']","[u'senario', u'tangan', u'tetap', u'sekolah', u'laksana', u'kesan', u'ajar', u'akibat', u'sarawak', u'kaji']","[u'senario', u'laksana', u'sekolah', u'tetap', u'tangan', u'kesan', u'bayar', u'hidup', u'ajar', u'libat']","[u'senario', u'tangan', u'laksana', u'tetap', u'sekolah', u'segera', u'siasat', u'kaji', u'hidup', u'libat']","[u'senario', u'tangan', u'laksana', u'tetap', u'sekolah', u'sarawak', u'sabah', u'hidup', u'kesan', u'ajar']","[u'senario', u'tetap', u'tangan', u'laksana', u'sekolah', u'libat', u'kesan', u'kaji', u'sarawak', u'siasat']","[u'senario', u'laksana', u'tangan', u'sekolah', u'tetap', u'ajar', u'libat', u'kesan', u'hidup', u'sarawak']","[u'senario', u'tangan', u'laksana', u'sekolah', u'tetap', u'kesan', u'kaji', u'sarawak', u'sabah', u'hidup']"
"[u'senario', u'laksana', u'libat', u'sabah', u'ajar', u'sekolah', u'tetap', u'tangan', u'sarawak', u'jauh']","[u'senario', u'libat', u'laksana', u'ajar', u'sekolah', u'sabah', u'tetap', u'tangan', u'ancang', u'akibat']","[u'senario', u'libat', u'laksana', u'sekolah', u'ajar', u'sabah', u'tetap', u'ancang', u'sarawak', u'tangan']","[u'senario', u'tetap', u'laksana', u'libat', u'sekolah', u'ajar', u'tangan', u'sabah', u'ancang', u'kesan']","[u'senario', u'libat', u'sabah', u'laksana', u'ajar', u'sarawak', u'sekolah', u'tetap', u'ancang', u'status']","[u'senario', u'laksana', u'libat', u'sabah', u'sekolah', u'ajar', u'tetap', u'tangan', u'ancang', u'kaji']","[u'senario', u'libat', u'laksana', u'sabah', u'tetap', u'tangan', u'sekolah', u'ajar', u'sarawak', u'daftar']","[u'senario', u'libat', u'laksana', u'sabah', u'sekolah', u'tetap', u'ajar', u'kanak', u'kaji', u'tangan']","[u'senario', u'laksana', u'libat', u'sekolah', u'sabah', u'ancang', u'ajar', u'sarawak', u'status', u'khusus']","[u'senario', u'laksana', u'libat', u'sabah', u'tetap', u'sekolah', u'ancang', u'ajar', u'kesan', u'status']","[u'senario', u'laksana', u'libat', u'sabah', u'sekolah', u'ajar', u'sarawak', u'ancang', u'tangan', u'status']","[u'senario', u'libat', u'laksana', u'sabah', u'sekolah', u'ajar', u'ancang', u'tangan', u'kesan', u'tetap']","[u'senario', u'laksana', u'libat', u'sabah', u'sekolah', u'ajar', u'tetap', u'sarawak', u'status', u'ancang']","[u'senario', u'libat', u'tangan', u'tetap', u'laksana', u'sekolah', u'ajar', u'sabah', u'sarawak', u'kaji']","[u'senario', u'libat', u'laksana', u'sekolah', u'sabah', u'tetap', u'ajar', u'ancang', u'status', u'kaji']","[u'senario', u'libat', u'laksana', u'tetap', u'sekolah', u'sabah', u'kaji', u'ajar', u'tangan', u'sarawak']","[u'senario', u'sabah', u'laksana', u'libat', u'sekolah', u'sarawak', u'ajar', u'tetap', u'tangan', u'ancang']","[u'senario', u'libat', u'tetap', u'laksana', u'sabah', u'kaji', u'sekolah', u'sarawak', u'ajar', u'tangan']","[u'senario', u'libat', u'sabah', u'laksana', u'ajar', u'sekolah', u'tetap', u'sarawak', u'kaji', u'tangan']","[u'senario', u'libat', u'laksana', u'sabah', u'sekolah', u'tetap', u'ajar', u'sarawak', u'kaji', u'tangan']"
"[u'senario', u'sabah', u'tetap', u'kesan', u'ajar', u'laksana', u'tangan', u'nilai', u'jauh', u'sekolah']","[u'senario', u'kesan', u'tetap', u'simpan', u'laksana', u'tangan', u'sabah', u'ajar', u'nilai', u'akibat']","[u'senario', u'ajar', u'sabah', u'tetap', u'kesan', u'tangan', u'laksana', u'sekolah', u'nilai', u'libat']","[u'senario', u'tetap', u'kesan', u'tangan', u'ajar', u'laksana', u'nilai', u'sabah', u'sekolah', u'jauh']","[u'senario', u'sabah', u'tetap', u'ajar', u'laksana', u'kesan', u'sarawak', u'tangan', u'sekolah', u'nilai']","[u'senario', u'sabah', u'kesan', u'tetap', u'tangan', u'laksana', u'ajar', u'nilai', u'akibat', u'jauh']","[u'senario', u'tetap', u'sabah', u'tangan', u'kesan', u'laksana', u'akibat', u'ajar', u'jelas', u'nilai']","[u'senario', u'sabah', u'kesan', u'tetap', u'tangan', u'ajar', u'laksana', u'jelas', u'nilai', u'jauh']","[u'senario', u'sabah', u'laksana', u'kesan', u'ajar', u'sekolah', u'tangan', u'sarawak', u'jauh', u'tetap']","[u'senario', u'kesan', u'sabah', u'laksana', u'simpan', u'tetap', u'ajar', u'tangan', u'nilai', u'akibat']","[u'senario', u'sabah', u'laksana', u'ajar', u'kesan', u'tetap', u'tangan', u'sekolah', u'sarawak', u'jauh']","[u'senario', u'kesan', u'sabah', u'tangan', u'tetap', u'ajar', u'laksana', u'nilai', u'jelas', u'akibat']","[u'senario', u'sabah', u'kesan', u'tetap', u'laksana', u'ajar', u'nilai', u'tangan', u'sekolah', u'jelas']","[u'senario', u'tetap', u'tangan', u'kesan', u'jelas', u'ajar', u'sabah', u'nilai', u'akibat', u'laksana']","[u'senario', u'sabah', u'tetap', u'kesan', u'jelas', u'ajar', u'laksana', u'nilai', u'sekolah', u'tangan']","[u'senario', u'tetap', u'sabah', u'kesan', u'tangan', u'laksana', u'ajar', u'siasat', u'simpan', u'kaji']","[u'senario', u'sabah', u'tetap', u'kesan', u'ajar', u'tangan', u'laksana', u'sarawak', u'nilai', u'sekolah']","[u'senario', u'tetap', u'kesan', u'sabah', u'nilai', u'jelas', u'tangan', u'ajar', u'laksana', u'simpan']","[u'senario', u'sabah', u'tetap', u'ajar', u'kesan', u'tangan', u'laksana', u'nilai', u'jauh', u'jelas']","[u'senario', u'sabah', u'tetap', u'kesan', u'tangan', u'laksana', u'ajar', u'nilai', u'jelas', u'sekolah']"
"[u'senario', u'laksana', u'tetap', u'sabah', u'sekolah', u'ajar', u'sarawak', u'siasat', u'wujud', u'kesan']","[u'senario', u'laksana', u'tetap', u'sekolah', u'sabah', u'ajar', u'sarawak', u'kesan', u'wujud', u'hidup']","[u'senario', u'laksana', u'sekolah', u'tetap', u'sabah', u'ajar', u'sarawak', u'siasat', u'status', u'wujud']","[u'senario', u'tetap', u'laksana', u'sekolah', u'ajar', u'sabah', u'sarawak', u'kesan', u'siasat', u'status']","[u'senario', u'laksana', u'sabah', u'tetap', u'sarawak', u'sekolah', u'ajar', u'status', u'wujud', u'siasat']","[u'senario', u'laksana', u'tetap', u'sabah', u'sekolah', u'ajar', u'sarawak', u'siasat', u'status', u'khas']","[u'senario', u'tetap', u'laksana', u'sabah', u'sekolah', u'sarawak', u'ajar', u'siasat', u'tangan', u'status']","[u'senario', u'laksana', u'tetap', u'sabah', u'sekolah', u'ajar', u'sarawak', u'sekira', u'status', u'siasat']","[u'senario', u'laksana', u'sekolah', u'sabah', u'sarawak', u'tetap', u'ajar', u'status', u'wujud', u'milik']","[u'senario', u'laksana', u'tetap', u'sabah', u'sekolah', u'ajar', u'sarawak', u'status', u'siasat', u'bekal']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tetap', u'sarawak', u'ajar', u'status', u'wujud', u'agens']","[u'senario', u'tetap', u'laksana', u'sabah', u'sekolah', u'sarawak', u'ajar', u'siasat', u'status', u'kesan']","[u'senario', u'laksana', u'sabah', u'tetap', u'sekolah', u'sarawak', u'ajar', u'status', u'siasat', u'bekal']","[u'senario', u'tetap', u'laksana', u'sekolah', u'sabah', u'ajar', u'sarawak', u'tangan', u'status', u'siasat']","[u'senario', u'laksana', u'tetap', u'sekolah', u'sabah', u'ajar', u'status', u'sarawak', u'siasat', u'sekira']","[u'senario', u'tetap', u'laksana', u'sekolah', u'sabah', u'siasat', u'sarawak', u'ajar', u'timbang', u'status']","[u'senario', u'tetap', u'laksana', u'sabah', u'sekolah', u'sarawak', u'ajar', u'siasat', u'status', u'hidup']","[u'senario', u'tetap', u'laksana', u'sekolah', u'sabah', u'sarawak', u'siasat', u'ajar', u'kesan', u'libat']","[u'senario', u'tetap', u'sabah', u'laksana', u'sekolah', u'ajar', u'sarawak', u'status', u'siasat', u'jenayah']","[u'senario', u'laksana', u'tetap', u'sabah', u'sekolah', u'sarawak', u'ajar', u'wujud', u'milik', u'status']"
"[u'senario', u'tetap', u'laksana', u'kesan', u'sekolah', u'kaji', u'timbang', u'sabah', u'siasat', u'tangan']","[u'senario', u'tetap', u'kesan', u'laksana', u'timbang', u'kaji', u'sekolah', u'belanja', u'tangan', u'libat']","[u'senario', u'tetap', u'kaji', u'sekolah', u'laksana', u'kesan', u'belanja', u'sabah', u'libat', u'ajar']","[u'senario', u'tetap', u'kesan', u'sekolah', u'kaji', u'laksana', u'tangan', u'timbang', u'ajar', u'bekal']","[u'senario', u'tetap', u'laksana', u'sekolah', u'sabah', u'sarawak', u'kesan', u'kaji', u'bekal', u'belanja']","[u'senario', u'tetap', u'laksana', u'kaji', u'kesan', u'sekolah', u'sabah', u'siasat', u'tangan', u'timbang']","[u'senario', u'tetap', u'kaji', u'laksana', u'kesan', u'sabah', u'tangan', u'sekolah', u'timbang', u'libat']","[u'senario', u'tetap', u'kaji', u'kesan', u'laksana', u'sekolah', u'sabah', u'belanja', u'timbang', u'tangan']","[u'senario', u'laksana', u'tetap', u'sekolah', u'kesan', u'kaji', u'sabah', u'sarawak', u'belanja', u'libat']","[u'senario', u'tetap', u'laksana', u'kaji', u'kesan', u'sabah', u'bekal', u'sekolah', u'timbang', u'siasat']","[u'senario', u'tetap', u'laksana', u'sekolah', u'sabah', u'kesan', u'kaji', u'sarawak', u'libat', u'status']","[u'senario', u'tetap', u'kesan', u'laksana', u'sekolah', u'tangan', u'sabah', u'kaji', u'timbang', u'siasat']","[u'senario', u'tetap', u'laksana', u'sekolah', u'kesan', u'sabah', u'bekal', u'kaji', u'timbang', u'siasat']","[u'senario', u'tetap', u'kaji', u'kesan', u'tangan', u'laksana', u'sekolah', u'timbang', u'belanja', u'sabah']","[u'senario', u'tetap', u'kaji', u'sekolah', u'laksana', u'kesan', u'timbang', u'sabah', u'belanja', u'siasat']","[u'senario', u'tetap', u'kaji', u'laksana', u'sekolah', u'timbang', u'kesan', u'belanja', u'siasat', u'sabah']","[u'senario', u'tetap', u'laksana', u'kaji', u'kesan', u'sabah', u'sekolah', u'timbang', u'sarawak', u'siasat']","[u'senario', u'tetap', u'kaji', u'kesan', u'laksana', u'sekolah', u'siasat', u'libat', u'belanja', u'timbang']","[u'senario', u'tetap', u'kaji', u'sekolah', u'laksana', u'kesan', u'sabah', u'timbang', u'bekal', u'ajar']","[u'senario', u'tetap', u'kaji', u'laksana', u'sekolah', u'kesan', u'timbang', u'sabah', u'tangan', u'sarawak']"
"[u'senario', u'sekolah', u'ajar', u'laksana', u'tangan', u'jauh', u'sabah', u'status', u'tetap', u'bangsa']","[u'senario', u'tangan', u'laksana', u'ajar', u'sekolah', u'status', u'jauh', u'tetap', u'libat', u'sabah']","[u'senario', u'sekolah', u'ajar', u'tangan', u'laksana', u'status', u'sabah', u'libat', u'jauh', u'tetap']","[u'senario', u'sekolah', u'ajar', u'tangan', u'laksana', u'jauh', u'tetap', u'status', u'sabah', u'libat']","[u'senario', u'sekolah', u'ajar', u'status', u'laksana', u'sabah', u'tangan', u'jauh', u'sarawak', u'tetap']","[u'senario', u'tangan', u'laksana', u'sekolah', u'ajar', u'status', u'sabah', u'jauh', u'tetap', u'bangsa']","[u'senario', u'tangan', u'laksana', u'sekolah', u'tetap', u'ajar', u'sabah', u'status', u'1mdb', u'jauh']","[u'senario', u'sekolah', u'tangan', u'ajar', u'laksana', u'jauh', u'status', u'sabah', u'tetap', u'libat']","[u'senario', u'sekolah', u'laksana', u'ajar', u'status', u'tangan', u'jauh', u'sabah', u'libat', u'sarawak']","[u'senario', u'laksana', u'status', u'tangan', u'sekolah', u'ajar', u'sabah', u'tetap', u'jauh', u'libat']","[u'senario', u'sekolah', u'laksana', u'ajar', u'status', u'sabah', u'tangan', u'jauh', u'bangsa', u'sarawak']","[u'senario', u'tangan', u'sekolah', u'laksana', u'status', u'ajar', u'sabah', u'tetap', u'jauh', u'libat']","[u'senario', u'sekolah', u'laksana', u'status', u'ajar', u'sabah', u'tangan', u'tetap', u'jauh', u'bangsa']","[u'senario', u'tangan', u'ajar', u'sekolah', u'tetap', u'laksana', u'jauh', u'status', u'sabah', u'libat']","[u'senario', u'sekolah', u'status', u'ajar', u'laksana', u'tangan', u'sabah', u'jauh', u'bangsa', u'tetap']","[u'senario', u'sekolah', u'tangan', u'ajar', u'laksana', u'jauh', u'status', u'tetap', u'sabah', u'bangsa']","[u'senario', u'sekolah', u'laksana', u'ajar', u'tangan', u'sabah', u'status', u'jauh', u'tetap', u'sarawak']","[u'senario', u'sekolah', u'tangan', u'ajar', u'laksana', u'libat', u'tetap', u'jauh', u'sabah', u'status']","[u'senario', u'ajar', u'sekolah', u'tangan', u'sabah', u'jauh', u'laksana', u'status', u'tetap', u'libat']","[u'senario', u'sekolah', u'tangan', u'laksana', u'ajar', u'sabah', u'status', u'jauh', u'tetap', u'libat']"
